Start date,Start time,Machine No,Machine name,Process No,Line code,Line name,Leader,Problem detail,M/E,Finish date,Finish time,Bdtime,Repair time,Number of machine,BD.time,Status(Machine),Main PIC,Where,What happened,How,Failure category,Maint.category,Implementation detail,Root cause,Countermeasure Root cause,Status (Root cause),P.I.C (RC),Main reason for long time repair,Countermeasure long time breakdown,Status (Long Time),P.I.C (LT),Diagnosis,Spare Part,Tools,Work Ability,Setting Ability,Back up
29-04-26,09:20:00,WM9062,Washing & Air blow,30,RH1,Housing Assy No.1,Anukun,Set part in jig abnormal ,M  ,29-04-26,09:35:00,15,15,1,15,Completed,Thitinon K.,Washing system,Jig set part,Can't take off work,Jig tight,Setting,"1.Check jig support part unit
2.Take off jig support part 
3.Lock and set jig support part new
4.Test run machine ok",Jig set part เกิดการขยายตัวเนื่องจากโดนความร้อน,PE desing jig set part new,On process,PE,Spare Part,PE desing and add stock jig new model,Temporary,PE,5,5,0,5,0,0
29-04-26,11:15:00,CV9005,Chute Shaft P.C.D. Measurement,-,RSA,Rack Sub-Assy,Parinya,Alarm communication normal link No11 No13 error,E,29-04-26,11:25:00,10,10,1,10,Completed,Thitinon K.,Communication link system,Cable,Communication connect error,Abrasion,Keep,"1.Check alarm machine
2.Check confirm cable link unit have cable wear
3.Keep cable LAN new
4.Test run machine ok",Cable link abrasion,Add cm change new cable LAN,Completed,MT,Diagnosis,Make WI find the cause,Completed,MT,5,0,0,5,0,0
30-04-26,09:20:00,WM9063,Washing & Air blow,40,RH2,Housing Assy No.2,Anukun,"Alarm shutter door room 1,3 MTN fault",M  ,30-04-26,10:15:00,45,45,1,45,Completed,Thitinon K.,Auto door unit,Cylinder,Can't open end,Leak,Change,"1.Check machine auto door open not end
2.Check auto door room 3 open not end
3.Check cylinder auto door>>Leak 
4.Change new cylinder auto door room 3 and set alignment open close ok
5.PDT run machine ok",Machine running have vibretion,Adjust and balance air supply cylinder new,Completed,MT,Work Ability,เครื่องจักรมีความสูงและต้องปีนขึ้นไปเปลี่ยน Cylinder ทำให้การลดเวลาซ่อมนั้นทำได้ยาก,Completed,MT,5,5,0,30,5,0
30-04-26,10:10:00,ME9076,Sensor Balancing,60,SA,Sensor Assy,Akapong,Alarm pin supply cycle time over,M  ,30-04-26,10:25:00,15,15,1,15,Completed,Anuntasak K.,Pin press unit,cylinder ,Can't advance supply pin end,Dirty,Cleaning,"1.Check alarm machine 
2.Check pin hose supply ok
3.Check cylinder pin supply advance not end
4.Cleaning cylinder pin supply new
5.Test advance return ok
6.PDT run machine ok",Cylinder dirty,Add plan check cylinder,Completed,MT,Diagnosis,Make WI find the cause,Completed,MT,10,0,0,5,0,0
01-05-26,03:15:00,CV9002,Reverse Pallet Conveyance,70,GA,Gear Assy,Thinakorn,Pallet not supply,M  ,01-05-26,03:45:00,20,20,1,20,Completed,Jakkrit  P.,Truck carry unit,Table,Pallet stuck,Alignment NG,Adjust,"1.Check pallet supply stuck 
2.Adjust tension rope of truck carry and test run NG
3.Check alignment truck carry with conveyor NG
4.Change new spring of stopper (Spring is too stiff)
Test run machine ok",Alignment truck carry NG,Add CM plan adjust alignment,Temporary,MT,Work Ability,Training member on adjust alignment,On process,MT,5,5,0,10,0,0
05-05-26,20:20:00,ME9090,"MCU Dianosis 
& Stroke Inspection",110,GA,Gear Assy,Pakinai,Grease supply input shaft NG,E,05-05-26,21:20:00,60,20,1,60,Completed,Thitinon K.,Grease supply unit,PLC program,Condition supply grease NG,Not sure,Return,"1.Check position supply grease NG
2.PE request MNT return PLC program condition supply grease
3.Test supply grease and check position ok
4.PDT run machine ok",PE มีการ Modify PLC ไว้ช่วงOT,After PE modify PLC ควร Test งานให้หมดทุกModel,Completed,PE,Diagnosis,PE ตรวจเช็คหลังจากมีการ Modify PLC ทุกครั้ง,Completed,PE,20,0,0,0,0,0
05-05-26,22:35:00,HT9007,Induction Hardening and Tempering,30,PS,Pinion Machining,Akapong,Alarm tempering NG,E,05-05-26,22:45:00,10,10,1,10,Completed,Anuntasak K.,Tempering unit,Not sure,Tempering over spec,Not sure,Reset,"1.Check alarm machine 
2.Check coil ST tempering ok
3.PDT cleaning coil ST tempering new
4.Test run macine ok
",Not sure,PE informetion maker repair and check,Completed,PE,Diagnosis,PE informetion maker repair and check,Completed,PE,10,0,0,0,0,0
05-05-26,15:20:00,ME9085,Proportional Load Inspection,40,GA,Gear Assy,Thinakorn,Alarm signal converter communication fault,E,05-05-26,16:30:00,70,55,1,70,Completed,Jakkrit  P.,Signal converter unit,Fuse,Test graph NG,Cut,Change,"1. Check signal converter alarm code E21 (Model mitsubishi)
2. Check connector socket pin for MCU broken
3. Check spare part connector not have
4. Modify connector socket pin
5. Check fuse of signal converter No.1 cut
6. Change new fuse and test run ok",Connector socket pin for MCU broken (Position connector socket pin NG),PE set position connector socket pin,Completed,PE,Spare Part,Order spare part (Connector socket),On process,PE,15,30,0,15,10,0
05-05-26,14:50:00,HT9005,"Teeth Side Induction Hardening 
And Tempering",70,RB,Rack Machining,Ekachai,Rack bar dent at teeth,M  ,05-05-26,16:20:00,90,30,1,90,Completed,Amarin B.,Station 1,Gripper,Clamp rack bar dent,Scratch,Scrub,"1. Check gripper chuck 1 burrs
2. Take off gripper chuck 1 and deburr gripper
3. Assemble gripper and test clamp rack bar ok
4. PDT. Check confirm rack bar no dent ok",Gripper chuck 1 burrs (Unsuitable material),Change new material ,On process,PE,Spare Part,Order spare part (Gripper),On process,PE,5,40,5,40,0,0
06-05-26,15:00:00,MX9020,Brushing And Back Side Buffing,160,RB,Rack Machining,Ekachai,Quality NG,M  ,06-05-26,16:10:00,70,50,1,70,Completed,Chaiwat T.,Buffing unit,Timing belt,Work rotation unsmooth,Cut,Change,"1. PDT check coolant conecntration spec 1.2-3.1% (Actual 2.7%) is ok
2. PDT check appearance of buff grinding no broken
3. Check timing belt work rotation of buffing unit belt cut
4. Change new timing belt and adjust tension 
5. Test run machine ok",Coolant to inside timing belt (Have cover),Apply silicone for coolant proofing,Completed,MT,Setting Ability,Training setting and adjust tension timing belt,On process,MT,15,10,5,15,25,0
06-05-26,01:35:00,CV9007,"Conveyor Part for Induction -Teeth 
Skiving Machine",-,PS,Pinion Machining,Akapong,Can't set position part,M  ,06-05-26,01:50:00,15,15,1,15,Completed,Thitinon K.,Transfer unit,Jig set part ,Can't set part,Wear,Scrub,"1.Check position jig set part unit ok
2.Take off jig set part 
3.Check spart not have
4.Scrub temporary jig set part 
5.Test run machine ok
",Jig wear (design not good),PE desing jig set part new,Completed,PE,Work Ability,Add stock jig set part,Completed,MT,2,3,0,10,0,0
06-05-26,03:30:00,ME9072,Ball Screw Side Straightening,150,RB,Rack Machining,Jarurot,Outlet can't supply rack bar,M  ,06-05-26,03:40:00,10,10,1,10,Completed,Anuntasak K.,Outlet unit,Bolt ,Can't supply rack bay,Cut,Change,"1.Check outlet bolt stopper(bolt cut)
2.Change new bolt stopper new
3.Test run machine ok",Outlet move hight speed,Balance air cylinder ,Completed,MT,Work Ability,Order เครื่องมือพิเศษสำหรับถอด Bolt ที่ขาดคารู,Completed,MT,2,0,0,8,0,0
06-05-26,03:50:00,KJ9138-1,Bellows Assembly & Clip Assembly,120,GA,Gear Assy,Pakinai,Can't check crimping R side,E,06-05-26,04:05:00,15,15,1,15,Completed,Thitinon K.,Crimping unit,Proximity sensor,Can't confirm crimping,Broken,Change,"1.Check sensor confirm crimping R side not on
2.Take off sensor check 
3.Change new sensor confirm crimping R side
4.PDT test run machine ok",Sensor broken (ระยะ Detection ของSensor ค่อนข้างน้อย),หา Sensor Model ใหม่ที่มีระยะ Detection ได้เยอะขึ้น,Completed,PE,Work Ability,ทำ WI การเปลี่ยน Sensor,Completed,MT,5,0,0,10,0,0
06-05-26,15:40:00,GR9042,Thread Grinding,10,BN,Nut Machining,Kongrada,Bolt lock roller auto door broken,M  ,06-05-26,19:50:00,220,220,3,73.33333333,Completed,Amarin B.,Auto door unit,Roller,Auto door fall off,Broken,Change,"1. Check auto door fall off
2. Check roller auto door broken
3. Check auto door bent and alignment NG
4. Change new bolt lock roller
5. Repair auto door unit
6. Adjust alignment auto door
7. Install roller auto door 1 point
8. Test run ok",Bolt lock roller auto door broken (Desing NG),New design rollerauto door (Install roller 1 point),Completed,MT,Work Ability,ใช้เวลาในการถอด Cover และซ่อมประตูนาน เพราะประตูมีน้ำหนักมาก การลดเวลาในการซ่อมทำได้ยาก,Completed,MT,5,15,5,185,10,0
06-05-26,20:30:00,CV9004,FG Dolly Lifter,-,GA,Gear Assy,Pakinai,Auto roller remain,M  ,06-05-26,22:10:00,90,90,1,90,Completed,Apisit U.,Auto roller unit,PLC program,Condition abnormal,Remain,Modify,"1.Test continuous on start roller can't working 
2.Check PLC condition start continuous M2058 not on
3.Check PLC M2058 not have coil
4.Information maker programmer auto roller remote to PLC in JATH 
5.Maker modify PLC by cut contect  M2058
6.Test continuous on start auto roller ok
7.PDT run machine ok",Maker มีการ Modify program ก่อนหน้านี้,Request maker ว่าทำเสร็จแล้วให้ลองทำงานดูทุก Model,Completed,PE,Diagnosis,PE training PLC and condition start to MNT,Completed,PE,90,0,0,0,0,0
07-05-26,14:20:00,LA9068,End machining,20,RB,Rack Machining,Ekachai,Alarm metrial discharge lifter up dow time over,M  ,07-05-26,15:00:00,30,30,1,30,Completed,Chaiwat T.,Lifter up down unit,Cylinder,Up not end,Leak,Adjust,"1. Check air cylinder metrial cut off lifter up not end
2. Check air cylinder leak
3. Check spare part not have
4. Adjust main air pressure and adjust speed control valve cylinder
5. Cleaning LM guide 
6. Test run machine ok",Air cylinder leak (Alignment NG),Adjust alignment cylinder,Completed,MT,Spare Part,Order spare part cylinder,Completed,MT,7,10,0,5,8,0
07-05-26,15:10:00,ME9085,Proportional Load Inspection,40,GA,Gear Assy,Tinnakron,Alarm signal converter communication fault,E,07-05-26,15:40:00,30,30,1,30,Completed,Sunthorn S.,Signal converter unit,Fuse,Test graph NG,Cut,Change,"1. Check signal converter alarm code E21 (Model mitsubishi)
2. Check fuse signal conveter No.2 cut
3. Change new fuse signal conveter No.2 
4. Test run machine ok",The exact cause of problem is still unknown,The cause is currently being analysis ,On process,MT,Diagnosis,The cause is currently being analysis ,On process,MT,20,5,0,5,0,0
07-05-26,17:20:00,WM9062,Washing & Air blow,30,RH1,Housing Assy No.1,Ocha,Washing flow low,M  ,07-05-26,17:40:00,20,20,1,20,Completed,Jakkrit  P.,Washing system,Washing system,Flow low,Not sure,Operate step,"1. Check washing flow low spec
2. Check confirm magnetic controller of washing pump ok
3. Request PDT warm machine and check washing flow ok",The exact cause of problem is still unknown,The cause is currently being analysis ,On process,PE,Diagnosis,The cause is currently being analysis ,On process,PE,15,0,0,5,0,0
07-05-26,22:10:00,WM9063,Washing & Air blow,40,RH2,Housing Assy No.2,Anukun,Alarm fault 030 door not open,M  ,07-05-26,22:20:00,10,10,1,10,Completed,Thitinon K.,Auto door unit,Auto sensor,Door not open,Not on,Adjust,"1.Check auto door unit
2.Check sensor cylinder auto door room 3 close end not on
3.Check position auto door close end ok
4.Adjust auto sensor of cylinder door room 3 new
5.Test open close ok
6.PDT run machine ok",Auto door open close hight speed,Balance air supply cylinder auto door colse open new,Completed,MT,Diagnosis,Make JI fine the cause,Completed,MT,10,0,0,0,0,0
07-05-26,01:40:00,WM9063,Washing & Air blow,40,RH2,Housing Assy No.2,Anukun,Quality NG,M  ,07-05-26,04:20:00,150,150,1,150,Completed,Thitinon K.,Washing system,Check valve,Drain washing out ,Sticky,Adjust,"1.Check pipe washing position ok
2.Lock and confirm position pipe supply washing new
3.Take off check valve and adjust bolt lock check valve new
4.PDT test run abd QC check ok",Check valve stick,Change new check valve,On process,MT,Work Ability,PE request maker desing machine condition washing new,On process,PE,25,0,0,100,25,0
08-05-26,01:50:00,RB9000,"Robot for Teeth Skiving-O.D. 
Grinding Machine",-,PS,Pinion Machining,Akapong,Robot to hit,M  ,08-05-26,03:00:00,60,60,1,60,Completed,Thitinon K.,Robot unit,Robot,Move to hit,Not sure,Return,"1.Check robot to hit 
2.Jog return robot new
3.Home position rebot can't home 
4.Information PE home robot day shift
5.PDT manual running machine temporary",Not sure,PE check step working robot,Temporary,PE,Work Ability,PE training step move robot to maintenance,On process,PE,10,0,0,50,0,0
08-05-26,15:30:00,MX9020,Brushing And Back Side Buffing,160,RB,Rack Machining,Ekachai,Quality NG,M  ,08-05-26,15:50:00,20,20,1,20,Completed,Jakkrit  P.,Buffing unit,V-belt,Buffing rotation abnormal,Tension NG,Adjust,"1. Check  V-belt buffing tension not spec  actual 121 N
2. Check spare part not have
3. Adjust V-belt buffing tension actual 395 N (spec 317-476 N)
4. Test run machine ok",V-belt tension NG,Adjust tension V-belt,Completed,MT,Spare Part,Order spare part V-belt,On process,MT,5,5,0,5,5,0
08-05-26,16:10:00,WM9060,Washing & Air blow,90,PS,Pinion Machining,Narongsak,Alarm diff pressure fault,E,08-05-26,16:40:00,30,30,1,30,Completed,Sunthorn S.,Washing system,Pressure SW.,Pressure low spec,Not on,Adjust,"1. Check main pump washing low spec
2. Take off pump washing and check pump not dirty
3. Request PDT change new filter pump and test machine alarm
4. Check pressure switch on off abnormal
5. Test adjust pressure switch ok
6. Test on washing pressure main pump spec ok
7. PDT run machine ok",Washing pressure low spec,PE correct check sheet condition  machne,Temporary,PE,Work Ability,Training member adjustment topic washing pressure,Completed,MT,10,0,0,20,0,0
08-05-26,16:15:00,ME9085,Proportional Load Inspection,40,GA,Gear Assy,Tinnakron,Alarm signal converter communication fault,E,08-05-26,16:25:00,10,10,1,10,Completed,Jakkrit  P.,Signal converter unit,Fuse,Test graph NG,Cut,Change,"1. Check signal converter alarm code E21 (Model mitsubishi)
2. Check fuse signal conveter No.2 cut
3. Change new fuse signal conveter No.2 
4. Test run machine ok ",The exact cause of problem is still unknown,The cause is currently being analysis (แจ้งให้ PDT จดบันทึก Number pallet ที่มีปัญหา),On process,PE,Diagnosis,The cause is currently being analysis (QC เช็ค Confirm MCU),On process,QC,7,0,0,3,0,0
08-05-26,06:30:00,KJ9138-1,Bellows Assembly & Clip Assembly,120,GA,Gear Assy,Pakinai,Can't clamp crimping,M  ,08-05-26,06:35:00,5,5,1,5,Completed,Thitinon K.,Crimping unit,Bolt ,Can't clamping,Fall off,Setting,"1.Check bolt lock press clamp R side fall off
2.Setting bolt new
3.PDT run machine ok",Bolt มีการคลายตัวเนื่องจากมีแรงสั่นสะเทือนเวลาClamp work,Addition loctite new,Completed,MT,Work Ability,Make IJ fine the cause,Completed,MT,0,0,0,5,0,0
08-05-26,22:00:00,KJ9137-2,Side Cover Tightening,130,GSA,Gear Sub-Assy,Anukun,Main breaker trip,E,08-05-26,22:45:00,45,45,1,45,Completed,Thitinon K.,Auto roller unit,Motor roller ,Can't rotation ,Short circuit,Take off,"1.Check main breaker trip 
2.Check overload 2T3MS4F Trip
3.Reset overload new
4.Check condition roller supply pallet unit
5.Check confirm motor auto roller supply pallet ST3 short circuit
6.Take off motor auto roller supply pallet ออก1ตัว Temporary 
7.PDT test on auto roller supply pallet ok
8.PDT run machine ok",Motor short circuit,Add plan CM change new motor auto roller,Completed,MT,Diagnosis,Make IJ find the cause,Completed,MT,20,5,0,10,10,0
08-05-26,20:00:00,BH9010,Teeth Broaching,50,RB,Rack Machining,Ekachai,Can't adjust die unit,M  ,09-05-26,09:30:00,700,700,1,700,Completed,Sunthorn S.,C axis unit,Adjust bolt,Can't adjust die unit,Broken,Change,"1. Check bolt adjust die unit broken (PDT adjust bolt mistake)
2. Take off bolt (ใช้สว่านเจาะ Bolt ที่หักออก)
3. Check spare part bolt adjust not have
4. PDT return machine not home position
5. Check condition home position (C axis not home position)
7. Write program backup and test home position (Can't home position) > Return program
8. Check confirm C axis forgot the position but machine no have alarm
9. Set zero C axis and home position machine ok
10. Request jig marking section make bolt adjust
11. PDT assemble bolt adjust and adjust drain unit ok
12. Test run auto machine ok",PDT adjust bolt die unit mistake,Establish work standards,Completed,PDT,Spare Part,Order spaer part bolt adjust,Completed,PE,65,480,0,90,35,30
09-05-26,08:20:00,CV9004,FG Dolly Lifter,-,GA,Gear Assy,Tinnakron,Running remain,E,09-05-26,08:30:00,10,10,1,10,Completed,Amarin B.,Station 1,Photo sensor,Dolly not advance,On remain,Adjust,"1. Check photo sensor confirm dolly ST.1 (X01C) on remain
2. Adjust position photo sensor confirm dolly ST.1
3. Test run ok",Dolly crash,Move position photo sensor,Completed,MT,Work Ability,Training PDT operation machine ,On process,PE,2,0,0,8,0,0
09-05-26,09:00:00,ME9081,Torque Sensor Calibration,80,GSA,Gear Sub-Assy,Ocha,Alarm insertion NG retry count arrial error,M  ,09-05-26,09:30:00,30,30,1,30,Completed,Jakkrit  P.,Jig set part unit,Jig set part,Serration position NG,Wear,Adjust,"1. Check position serration NG
2. Check jig lock part wear
3. Check spare part jig not have
4. PE adjust position robo cylinder serration up-down 48.00mm -> 48.02mm
5. Test run ok",Jig set part wear (จากการใช้งาน),Add tool life change new jig,On process,PE,Spare Part,Order spare part jig set part,On process,PE,5,15,0,5,5,0
09-05-26,09:00:00,RB9000,"Robot for Teeth Skiving-O.D. 
Grinding Machine",-,PS,Pinion Machining,Narongsak,Robot misalignment with jig,M  ,09-05-26,09:20:00,20,20,1,20,Completed,Amarin B.,Jig set part unit,Jig set part,Work is not in the correct position,Position NG,Adjust,"1. Check work is not in the correct position GR9039
2. Adjust stopper jig GR9039
3. Test run ok",Not sure,Monitoring cause,Completed,MT,Diagnosis,The cause is currently being analysis ,Completed,MT,15,0,0,5,0,0
09-05-26,12:40:00,AM9035,Pulley Assembly & Blot Tightening,30,PSA,Pulley Sub-Assy,Wuthichai,Alarm bolt pumping fault,M  ,09-05-26,13:00:00,20,20,1,20,Completed,Jakkrit  P.,Jig supply bolt,Photo sensor,Bolt not supply,Not on,Adjust,"1. Check PLC program X01E (Bolt confirm 1) not on
2. Check photo sensor confirm bolt not on
3. Adjust photo sensor confirm bolt
4. Test run machine ok",Jig supply bolt design NG,New design jig supply bolt and change new jig,Completed,PE,Diagnosis,Make trouble shooting ,On process,MT,15,0,0,5,0,0
09-05-26,12:45:00,PR9068,Mount Bush Press-fit,30,RH2,Housing Assy No.2,Ocha,Alarm upper chuck loading mistake,M  ,09-05-26,13:30:00,45,30,1,45,Completed,Amarin B.,Jig upper unit,Key,Mount bush fall off,Wear,Modify,"1. Check key jig upper wear
2. Check spare part not have
3. Modify key jig upper
4. Test run machine ok",Key lock mount bush wear ,Add tool life for PDT change new key,On process,PE,Spare Part,Order spare part key ,Completed,PE,5,30,0,10,0,0
09-05-26,15:05:00,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,Tinnakron,Alarm staking pin check NG,M  ,09-05-26,16:30:00,85,20,1,85,Completed,Amarin B.,Jig caulking unit,Pin,Caulking NG,Broken,Change,"1. Check pin caulking broken
2. Check spare part not have
3. Change new  pin caulking (Spare part out stock)
4. Check confirm camera NG,OK
5. QC check data ok",Pin caulking broken (จากอายุการใช้งาน),Add tool life change new pin,Completed,PE,Spare Part,Order spare part pin caulking,Completed,PE,5,65,0,15,0,0
09-05-26,20:50:00,WM9063,Washing & Air blow,40,RH2,Housing Assy No.2,Anukun,Alarm fault 030 door not open,E,09-05-26,21:00:00,10,10,1,10,Completed,Thitinon K.,Auto door unit,Auto sensor,Can't open,Position NG,Adjust,"1.Check auto door unit 
2.Check auto sensor cylinder auto door room 2 close not on
3.Adjust position auto sensor door room 2 close end new
4.Test close open ok
5.PDT run machine ok",Auto sensor position NG,Lock and mark position auto sensor ,Completed,MT,Work Ability,Use safety belt ในการปีนขึ้นไปเช็ค sensor บนหลังเครื่อง,Completed,MT,0,0,0,10,0,0
09-05-26,20:30:00,AM9035,Pulley Assembly & Blot Tightening,30,PSA,Pulley Sub-Assy,Parinya,Alarm bolt pumping fault,E,09-05-26,20:45:00,15,15,1,15,Completed,Thitinon K.,Bolt supply unit,Stopper,Can't lock position bolt,Position NG,Adjust,"1.Check confirm sensor check bolt 
2.Check cylinder clamp unclamp bolt ok
3.Adjust stopper cylinder clamp bolt new
4.Test supply bolt ok
5.PDT run machine ok",Bolt supply มาเอียงเลยทำให้ติดกับช่อง Hose ทำให้ Sensor check ไม่เจอ,Adjust position stopper supply bolt new,Completed,MT,Diagnosis,Make WI find the cause,Completed,MT,10,0,0,5,0,0
09-05-26,20:25:00,WM9062,Washing & Air blow,30,RH1,Housing Assy No.1,Anukun,Quality NG(ล้างงานไม่สะอาด),M  ,09-05-26,21:10:00,45,45,1,45,Completed,Apisit U.,Washing system,Solenoild valve,Colse open abnormal,Leak,Cleaning,"1.Check pump supply washing head ok
2.Take off solenoid valve washing head check inside
3.Cleaning diaphragm solenoid valve new
4.Test on washing check flow ok
5.PDT run machine and check quality ok",Diaphragm valve leak,Order spare part and add plan CM change new,On process,MT,Spare Part,Add stock solenoid valve,Completed,MT,5,25,0,10,5,0
09-05-26,22:15:00,CV9004,FG Dolly Lifter,-,GA,Gear Assy,Pakinai,Can't lifter work,M  ,09-05-26,22:40:00,25,25,1,25,Completed,Apisit U.,Dolly liftter unit,Pin hoist ,Can't lifter work,Wear,Modify,"1.Check spare not have spare part
2.Take off pin hoist modify temporary new
3.Setting and test lifter work ok
4.PDT run machine ok",Pin hoist wear,Request PDT เบิก Pin hoist มาสำรองไว้เวลาตัวเดิมสึกก็เปลี่ยนตัวใหม่เข้าไปได้เลย,Completed,MT,Spare Part,Add stock pin hoist เพิ่มขึ้นจากเดิม,Completed,MT,0,15,5,5,0,0
09-05-26,22:00:00,PR9068,Mount Bush Press-fit,30,RH2,Housing Assy No.2,Anukun,Alarm upper chuck loading mistake,M  ,09-05-26,22:20:00,20,20,1,20,Completed,Thitinon K.,Mount bush up-down unit,Key jig,Can't lock mount bush,Burr,Burr removal,"1.Check key jig clamp upper mount bush unit
2.Tkae off key jig clamp burr
3.Burr removal key jig new
4.Setting and test run ok
5.PDT run machine ok",Key jig burr,Peช่วยหาวิธีการ Lock mount bush ให้ดีกว่านี้เราะปัญหานี้เกิดมานานแล้วแต่ยังแก้ไม่หาย (MNT มีไอเดียวคือฝังแม่เหล็กดูดไว้ใน Jig เพื่อให้ดูดกับ Mount bush ไว้,On process,PE,Diagnosis,PE หาวิธี Desing key jig new,On process,PE,5,5,0,10,0,0
10-05-26,02:00:00,AM9035,Pulley Assembly & Blot Tightening,30,PSA,Pulley Sub-Assy,Parinya,Machine running remain,M  ,10-05-26,02:10:00,10,10,1,10,Completed,Chayapol J.,Bolt supply unit,Speed control valve,Can't return stopper,Loose,Lock,"1.Check confirm cylinder stopper bolt can't return
2.Check alignment jig stopper and cylinder unit ok
3.Check speed control valve cylinder have air leak
4.Lock speed control valve new
5.Test stopper advance return ok
6.PDT run machine ok",Speed control valve loose,Lock confirm ,Completed,MT,Diagnosis,Make WI find the cause,Completed,MT,5,0,0,5,0,0
11-05-26,08:40:00,WM9063,Washing & Air blow,40,RH2,Housing Assy No.2,Ocha,"Can""t auto start",M  ,11-05-26,08:50:00,10,10,1,10,Completed,Amarin B.,Jig set part unit,Photo sensor,Can't auto start,Not on,Adjust,"1. Check photo sensor part confirm not on
2. Adjust position photo sensor
3. Test run ok",Support photo sensor position NG (มี Bolt ล็อค Support แค่ 1 ตัว),Add bolt lock support photo sensor,Completed,MT,Work Ability,Make JI adjust photo sensor,Completed,MT,4,0,0,6,0,0
11-05-26,10:05:00,HT9007,Induction Hardening and Tempering,30,PS,Pinion Machining,Narongsak,Alarm 2D code reading time over,E,11-05-26,10:45:00,40,40,1,40,Completed,Jakkrit  P.,Input station unit,DMC code reader,DMC code read NG,Position NG,Setting,"1. Check DMC code read NG
2. PDT cleaning lens code reader and test run NG
3. Check ชิ้นงานมีคราบน้ำมันเยอะ ทำให้ Code reader มีแสงสะท้อนจึงทำให้อ่าน DMC ยาก
4. Add bank No.2 and tuning DMC
5. Test run ok",ชิ้นงานมีคราบน้ำมันเยอะ ทำให้ Code reader มีแสงสะท้อนจึงทำให้อ่าน DMC ยาก (เป็นแค่บาง Box ไม่สามารถแก้ไขเรื่องน้ำมันได้),Tuning DMC code reader ,Completed,MT,Setting Ability,Make JI tuning DMC code reader,Completed,MT,10,0,0,10,20,0
11-05-26,13:05:00,MX9021,DMC Leser Marking,10,PS,Pinion Machining,Narongsak,Alarm PH check work gripper in loader,M  ,11-05-26,13:20:00,15,15,1,15,Temporary,Sunthorn S.,IAI robot unit,Gripper,Clamp NG,Wear,Adjust,"1. Check part fall off
2. Check gripper clamp wear (PM14)
3. Check spare part not have
4. PE adjust position clamp (PM14) 3.50 to 3.55 (Temporary use)
5. Test run ok", Gripper clamp wear,Add toolife change new gripper,On process,PE,Spare Part,Order spare part (Gripper),On process,PE,3,7,0,0,5,0
11-05-26,20:15:00,ME9088,Rotation Torque Inspection,80,GA,Gear Assy,Pakinai,Alarm dual device fault,E,11-05-26,20:40:00,25,25,1,25,Completed,Thitinon K.,Measuring uint,Dual device,Can't test measuring ,Error,Addition,"1.Check alarm machine and error dual
2.Check dual and cinfirm cable  dual unit
3.Upload program dual new
4.PDT test run machine ok ",Not sure,Back up program dual,Completed,MT,Diagnosis,Make IJ find the cause,Completed,MT,20,0,0,5,0,0
12-05-26,14:00:00,WM9060,Washing & Air blow,90,PS,Pinion Machining,Narongsak,Running remain,E,12-05-26,14:30:00,30,30,1,30,Completed,Sunthorn S.,Electric control unit,CPU,Can't reset alarm,Error,Change,"1. Check CPU error
2. Check CPU alarm 4E (Rack fault), 32 (System RAM error), 10 (Hard ware fault)
3. Change new CPU
4. Test run machine ok",The exact cause of problem is still unknown,The cause is currently being analysis ,Completed,MT,Diagnosis,ปรึกษาปัญหากับทาง Maker,On process,MT,10,5,0,10,5,0
12-05-26,01:40:00,WM9062,Washing & Air blow,30,RH1,Housing Assy No.1,Anukun,Quality NG(ล้างงานไม่สะอาด),M  ,12-05-26,02:13:00,33,33,1,33,Completed,Thitinon K.,Washing system,Solenoid valve,Can't supply washing ,Leak,Balance,"1.Check pump washing head ok
2.Balance valve washing return tank 
3.Test running machine check flow ok
4.PDT run machine ok                                                   ",Solenoid valve leak,Change new solenoid valve,Temporary,MT,Work Ability,Reques PDT worm washing system,Completed,PDT,10,0,0,20,3,0
12-05-26,05:30:00,KJ9137-1,Belt Running-in,110,GSA,Gear Sub-Assy,Songwut,Shock absorber not smooth,M  ,12-05-26,05:55:00,25,25,1,25,Completed,Chayapol J.,Pallet conveyer unit,Shock absorber,Pallet slide not smooth,Leak,Change,"1.Take off cover check shock absorber 
2.Change new shock absorber and setting new
3.Test slide pallet to stopper ok
4.PDT run machine ok",Shock absorber leak,หา Shock absorber ที่ทนต่อแรงกระแทกแรงๆมาใช้แทน,On process,MT,Work Ability,จัดเตรียมอุปกรณืการถอดให้พร้อมก่อนเริ่มการถอดเพื่อลดเวลาเดินไปหยิบอุปกรณ์ซ่อมนอกไลน์ผลิต,Completed,MT,1,4,0,15,5,0
13-05-26,15:10:00,WM9062,Washing & Air blow,30,RH1,Housing Assy No.1,Ocha,Washing return slow,M  ,13-05-26,15:15:00,5,5,1,5,Completed,Sunthorn S.,Washing system,Filter,Washing return slow,Clogged,Switching,"1. Check washing return slow
2. Check filter washing clogged
3. Switching filter No.1 to No.2
4. Test run ok",Filter washing clogged,Add plan replace filter for PDT,Completed,PDT,Work Ability,Training PDT swiching filter,Completed,MT,2,0,0,3,0,0
